review_id,book_id,rating,review_text,date_added,title,genres,authors
184,5099602,4,"""It started off a little slow, but I really enjoyed the second half of this one! 
 And I'm so glad that the Katsa (the badass female of this book) WAS in fact badass (*ahem* unlike so much disappointment I had from the first Throne of Glass book). Unfortunately the world-building and magic system (the graces) is somewhat lacking in details and limitations, but I suppose it's not bad for a YA series, and it still maintained my interest throughout. Hopefully I'll get onto book 2 shortly!""",2015-09-02 11:12:52,"Graceling (Graceling Realm, #1)",fantasy;paranormal;young-adult;romance;fiction;mystery;thriller;crime,Kristin Cashore
185,21823465,3,"""The story is nothing new but I'm a sucker for Android plots. Still this first volume feels a bit constructed and lacks feeling. This might be due to the clean and simple style it's drawn in. I do want to know what happens next but I'm actually not to keen on the aesthetics.""",2014-11-23 04:09:39,"Alex + Ada, Vol. 1",comics;graphic;fiction;romance;fantasy;paranormal;young-adult,Jonathan Luna;Sarah Vaughn
186,23364895,5,"""I'm... wow. Shit. This was good. Great. Brilliantly awesome! *wipes away tears* I can happily say, this was one of the best books that drove me nuts more often than not. But you're forgiven :) *pat pat* 
 Tyler was great, and Memphis, well, I think it's impossible not to love him, despite his attitude; it drove me crazy at times, but I love, love, love guys that make me wanna bitchslap them. My guilty pleasure or something, I don't know. He is absolutely lovable in his own way! And all the bad things and heartache really got to me. Both, his and Tyler's. 
 I remember not being very fond of Tyler in the first book, The Backup Boyfriend, as Alec's ex-boyfriend. *sigh* I absolutely enjoyed spending proper time with him in The Boyfriend Mandate (*_*). 
 And I wish there was more, more more!""",2014-10-15 14:43:03,"The Boyfriend Mandate (The Boyfriend Chronicles, #2)",romance;fiction,River Jaymes
187,477338,2,"""The overarching reaction I had to this book: Oh my God, girlie, if you don't want people to find out about your nightmare-induced bedwetting, BUY SOME FRICKING DEPENDS. Why is that so hard? 
 Anyway, this is the start to a heavily pagan-influenced paranormal series about a girl named Stacey who gets horrible nightmares that predict the future. She tries to use these nightmares to figure out what is going to happen and prevent it. In this case, she is trying to prevent a crazed wacko from killing her roommate and best friend, Drea. 
 The story was a little predictable (and there was that whole Depends issue that drove me crazy) but it was okay. Stacey didn't endear me all that much as a character, but the book was interesting enough that I'll continue with the series. 
 (I'm hoping that having to pee is not a central theme in the other books, considering the reason for it, which finally did come out.)""",2008-11-28 23:23:09,"Blue is for Nightmares (Blue is for Nightmares, #1)",young-adult;fantasy;paranormal;mystery;thriller;crime;fiction;romance,Laurie Faria Stolarz
188,676924,4,"""Zoey Redbird is well on her path to vampyre-hood, and she's taking a rather strange, accelerated route to get there. Betrayed focuses on her relationships: with her friends, with her various potential boyfriends (and being a special snowflake vampire vampyre, there are a few), and with her mentor, Neferet. 
 Somehow despite my slight annoyances with book 1 (which i I did still enjoy), I could not wait to dive into book 2. It went very fast, and the story was interesting. Now I can't wait to read book 3--these books are like crack!""",2008-10-12 20:04:23,"Betrayed (House of Night, #2)",romance;fiction;young-adult;fantasy;paranormal,P.C. Cast;Kristin Cast
189,4954833,1,"""Might make a good indie film.""",2012-07-10 17:10:48,Brooklyn,fiction;history;historical fiction;biography;romance,Colm Toibin
190,8683812,2,"""I know very little about Ernest Hemingway's life. I knew he had several wives. I was intrigued with this book about his first wife, Hadley. I was definitely saddened by the triange that was Ernest, Hadley, and Pauline. I found myself thinking - run, Hadley, run! 
 This book did make me want to read more about Hemingway's life, but I didn't care for the writing style so much which is why I have rated this 2 stars.""",2012-07-05 15:17:17,The Paris Wife,fiction;history;historical fiction;biography;romance;non-fiction,Paula McLain
191,13872,3,"""This book is the story of a carnival family who give a whole new meaning to the term ""dysfunctional"". The parents who run the carnival have decided it would be best to create their own sideshow freaks rather than rely on those they hire who come and go. After a lot of drugs and failed attempts (who are kept in glass jars and lovingly displayed and dusted) they end up with Arty the Aqua Boy, Elly and Iphy the Siamese Twins, Oly the bald albino hunchbacked dwarf, and Chick whose seems like a Norm but in actuality isn't quite normal. 
 When I started this book, I did not realize how dark this book would turn out to be. It is told mainly through the eyes of Oly who is older now and no longer traveling with the circus. She has a mission to accomplish in the present while she reminisces about the past. She focuses on her obsession with her brother Arty when they were younger. Arty gradually becomes something of a traveling evangelist, becoming the leader of a strong cult following of people who yearn for something else from their lives - something out of the ordinary, the need to belong to an exclusive group of those who do not belong in the normal world. Arty has a pathological need to control others along with a maniacal ego that will stop at nothing - at NOTHING - to make sure those around him always do his bidding. 
 The book is well written and I definitely did not expect all of the twists and turns in this book. The melding of the two story lines is well done. It was definitely a page turner even if I was squirming and grimacing while I was reading some of those pages. An ugly side of life is portrayed in this story which is not a happy one. The blurb on the back cover made me think this book might be somewhat humorous but the only humor is the bizarre subject matter in the book. I kept thinking ""She's really writing this?"" but that kept me reading it. I could classify this book as ""horror"" - people are evil, people are manipulated, people are misunderstood, supernatural forces are in play, and the impression is given early on that things are just not going to end well.""",2012-07-03 12:42:24,Geek Love,fiction;fantasy;paranormal,Katherine Dunn
192,15677,5,"""I had to read this book for a Comp class in college, and I was pleasantly surprised. Since when do professors pick awesome books for forced reading? It really got me into crime fiction. I'm kind of a nerd, but I loved writing my literary analysis of this book. We studied it in parallel to Crime and Punishment by Dostoyevsky. Both are very intriguing books.""",2012-07-19 11:35:42,Strangers on a Train,fiction;mystery;thriller;crime,Patricia Highsmith
193,14064,5,"""This creeped me out. Imagining such a lonely, ominous world like the one the protagonist lives in is scary beyond belief. 
 I loved the ending. It was utterly chilling.""",2014-01-31 05:21:13,I Am Legend,fiction;fantasy;paranormal;mystery;thriller;crime,Richard Matheson
194,12015809,4,"""I don't know how Amy Lane does it but she does a fantastic dark, angst, pain-filled story and fills it with love. 
 This story has all the earmarks of Amy Lane's touches but I still found myself surprised by the depth of the story. 
 Anderson is such a broken, hurt human being and it's not something that can be easily healed. The whole story is just the start of Anderson's healing process. 
 I liked that C.J. was there to stick by Anderson. C.J. obviously has issues of his own, but his love for Anderson made him a better person. 
 The cast of characters that surround the couple just add to the appeal of this book. Even when they're imaginary people, they were wonderfully real. 
 There's obviously a lot of work involved in the healing process and with Anderson's experiences, it's not something that will ever completely go away. I like that Amy took us beyond the happy ending to see the love and hard work that went into making Anderson and C.J.'s relationship stronger day by day.""",2013-08-15 20:57:19,A Solid Core of Alpha,fiction;romance;fantasy;paranormal,Amy Lane
195,7843586,4,"""I liked reading this story. It's a little hard to pinpoint what I enjoyed about the book. I think I just overall liked the direction and flow of the story. 
 The relationship between Luke and Matthew and Richard is a rosy one. Despite the little hitches in their lives together, they still manage to overcome each problem with ease. A little too perfect but just nice for those who don't like to see too much angst. 
 There's a lot of sex in this book and the relationship between the three men seem mostly established by each consequent encounter. Occasionally I see glimpses of their day-to-day life outside the bedroom so I know their relationship is built on more but it's mostly the sex bit that gets the attention. 
 It's a fun read and I definitely enjoyed it. I like each of the main characters.""",2013-08-12 19:55:01,"More (More, #1)",romance;fiction;mystery;thriller;crime,Sloan Parker
196,21823465,5,"""I was so worried that my first graphic novel being saga was going to ruin me. I figured nothing could even be close to saga in terms of being amazing but wow this was so so amazing. I love this graphic novel and my library needs to get in the next ones very soon!""",2015-11-16 23:18:04,"Alex + Ada, Vol. 1",comics;graphic;fiction;romance;fantasy;paranormal;young-adult,Jonathan Luna;Sarah Vaughn
197,147842,5,"""Ah, what to say ? There are bad stories, there are good stories and there are stories that overwhelm you. The story and the world of Karigan fall in the last category. I'm overwhelmed amd I just don't know exactly why. What I do know though is that I love love love this read. 
 I'm about to start Blackveil and I already feel the post-series blues. I am sure it will take a while before I can get into another series. 
 Well, I still have some hundred pages of Karigan, of Alton, Merdigen and the Wall, of the Weapons and the Riders, of the King, of Estreal, of Sacoridia...oh and of Grandmother""",2012-11-16 01:20:49,"The High King's Tomb (Green Rider, #3)",fantasy;paranormal;fiction;young-adult;romance,Kristen Britain
198,147843,4,"""A good read. I enjoyed it. Eager to start book 2 to see what will happen to Kerigan and Sacoridia""",2012-11-16 01:20:46,"Green Rider (Green Rider, #1)",fantasy;paranormal;young-adult;fiction;romance;history;historical fiction;biography,Kristen Britain
199,186074,4,"""Shall I need to explain the 4 stars instead of 5 ? Well, 4 stars because it is beautifully written and because, willing or not, one got very much attached to Kvothe (and one even thinks that they will read book 2) ;) 
 The missing star corresponds to the missing...how can I put that...erm...the missing chills, thrills, the missing actions-that-leave-you-exhausted-and-breathless. 
 In short, the story was a bit too plain. alright, alright, there were one or two actions here and there but definitely not enough for my taste. 
 I just hope that this will improve in book 2. 
 #HopeSpringsEternal""",2012-10-21 04:57:21,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
200,13588166,4,"""A very fun read about the life of a (fictional) golden age Hollywood star. While some plot turns were predictable, the story of one woman's reinvention and path through life was a fun and at times touching read. Highly recommend to fans of The Chaperone looking for a book set in a similar era.""",2013-08-05 06:36:00,Laura Lamont's Life in Pictures,fiction;history;historical fiction;biography;romance;non-fiction,Emma Straub
201,29780253,5,"""This was awesometastic 
 If you want to laugh, read this book 
 If you want to cry, read this book 
 If you want to know more about life in South Africa, read this book 
 If you want to read about a real-life heroine, read this book!!!""",2016-12-25 11:00:31,Born a Crime: Stories From a South African Childhood,non-fiction;history;historical fiction;biography;comics;graphic,Trevor Noah
202,32620360,1,"""Ugh. I had a lot of problems with this book. I read it very quickly in two sittings in less than 24 hours. It does read well. It's not boring. The beginning was very intriguing which I think is why I kept reading it. But by the end I was skimming just to be done. I had been meaning to read Renee Carlino's books for a little while. Didn't know which one to start with I chose this one because the synopsis did sound really good. This review has a ton of spoilers in it so fair warning now. If you really want to read this book and don't want to be spoiled and know important plot elements please don't read below. 
 **************** 
 We have Charlotte a protagonist I really liked mostly because she was a damn mess and it's really refreshing to see a main character in her twenties who doesn't have her life together. Charlotte meets Adam and they have a really weird and sweet night together. When we are first introduced to Adam he seems kind of spacey. He doesn't remember much. I figured this might be like a 50 first dates situation where he has a short term memory problem. After spending the night together Adam is weirdly pissed at Charlotte and she leaves. Charlotte then joins match.com meets a nice guy there and he stands her up. Flash forward six months. She meets match.com guy again who is a hot baseball player. He's super boring and I don't really care about their relationship but I'm sticking around to see what happened with Adam. Charlotte goes on a wild goose chase and eventually meets his neighbor who in turn tells her Adam has a brain tumor and is currently dying in a hospital. 
 This is where I start to not like this book. And here is my very long list of reasons: 
 1. Cancer as a plot device. 
 That is so overdone at this point like can we not? Didn't Nicholas Sparks already beat this dead horse enough? I also really hated that that was like a twist. If I had known going in that this was a cancer book I wouldn't have read it. Both my mother and my grandmother died of cancer so I have a really hard time romanticizing it. 
 2. Manic pixie dream boy. Oh, my god! Adam was the epitome of the MPDB. He was spontaneous and weird but he's also hot and rich and in his final days he takes Charlotte to France and teaches her to sail and they fly on private jets and have an on-call doctor. Um...seriously? Like I said romanticizing cancer. Also I felt like the only purpose Adam served was to develop Charlotte so she can 'find her way. Like wtf? 
 3. The other dude. So like at first I was indifferent to him. He seemed fine but I knew he wasn't the star of the show here so I didn't get attached. But then after the dude dies she meets this guy again and oh they get married...awww. Are you kidding me? 
 I honestly do not know the point of this book. I really regret reading it. I wish I hadn't wasted my time.""",2017-05-09 16:07:40,Wish You Were Here,romance;fiction;young-adult,Renee Carlino
203,477338,4,"""Loved this book it reminded me of a teen slasher flick but in a good way, i love the mystery and the drama but the light moments too, its a quick read i read iyt in a day. Im read the second one white is for magic right now. 
 I wasnt that surprised about who the stalker was but it was still good fun.""",2008-05-01 18:20:11,"Blue is for Nightmares (Blue is for Nightmares, #1)",young-adult;fantasy;paranormal;mystery;thriller;crime;fiction;romance,Laurie Faria Stolarz
204,34915847,4,"""Beauty in Winter by Alexa Riley is book four in the Beauty series. 
 Fiona Lamb has lost everything. She was raised by her Grandparents and lost her Grandpa five years before. Now, her Grandmother, after a long illness, is also gone. With sky high medical bills, Fiona has had to sell everything in order to pay off their debt. She hoped the one thing she cherished the most, her Grandmother's rose ring, could be saved but it was very valuable and was also sold. 
 The lawyer has a plan for Fiona, though, to help her to earn back her ring. If she will sign the contract, she is needed as a live in helper to a reclusive man. Fiona will do anything to get the ring back so she signs on the dotted line without hesitation. 
 Reid Gold is an alpha shifter but a curse was placed on him in his teens preventing him from ever having his first shift. What good is an alpha that can't shift. So, he lives alone in a huge castle until his friend shows up with a woman who is to live with him and work for him. One whiff of the beautiful woman and Reid's world tilts sideways. 
 This was very short, it seemed shorter than usual. I did love it though. It was really easy to visualize with this and I easily had the whole scene in my head. Fate had a plan for both Reid and Fiona. They both had to travel a rocky road but once they found each other, their futures were sealed. 
 ""What are you?"" 
 ""I'm Yours.""",2017-04-21 04:33:44,"Beauty in Winter (Beauty, #4)",fantasy;paranormal;romance;fiction,Alexa Riley
205,13449677,5,"""Rating: 5 big glittery seals (if you read this you'll know what I mean!) 
 The Collector is book one in the Dante Walker series by Victoria Scott. I was first introduced to Ms. Scott when I recently read Fire and Flood and immediately fell in love with her and vowed to go back and read this earlier series. And after I finished this first book I can say that I was most definitely NOT disappointed. 
 Dante Walker is a collector. He collects souls for the Boss Man that lives ""downstairs!"" Dante lacks nothing in the self-confidence department. He's good at his job and he knows it. But his latest assignment is the biggest of his two year career. He has been given ten days to collect the soul of Charlie Cooper. If he completes this task, he will get to stay ""above ground"" for good. No more fiery pits of hell. And he has complete confidence that he will complete this task. His future depends on it. Charlie will be putty in his hands, or will she?! 
 Charlie Cooper is good. She has a pure soul. When Dante first meets her, she is not at all what he expected. She's a tiny little thing and a total nerd. She has frizzy hair, walks with a limp and has crooked teeth. But as Dante gets to know her, he realizes that Charlie's beauty is within. But, he cannot figure out what Boss Man wants with this girl. Still, no matter the reason, he is committed to getting Charlie to give up her soul. 
 ""I like the sound the world makes,"" says Charlie. 
 ""But as I watch Charlie listen to her favorite station, I realize she has something most never will-peace."" 
 So when I first met Dante, I saw what he wanted everyone to see, a guy that is confident, cocky, and gets what he wants. But as I got to know him better, I fell in love with him. I saw the reason for his actions. And once Dante commits himself to something, he does not waver. At first it was to complete his assignment. But as he got to know Charlie his loyalties change. And when Dante falls, he falls hard. 
 ""My heart throbs, and I know it's over for me. I'm done. Putty in her hands."" 
 This book has everything, quirky humor, some heart pounding action, plenty of good guys and bad guys, and some of the sweetest moments. The two main characters won me over immediately. But we have plenty of fantastic secondary characters as well. Dante's best friend, Max, Charlie's two best friends, Annabelle and Blue, and Valery who is a Liberator which is what the soul collectors that work for the Big Guy upstairs are called. 
 This is a fantastic first book for this series and I can't wait to see what's next for Dante and Charlie.""",2014-01-28 06:14:21,"The Collector (Dante Walker, #1)",young-adult;fantasy;paranormal;romance;fiction,Victoria Scott
206,14069,5,"""Novik goes from strength to strength. Because Temeraire is naive but intelligent, she has the opportunity to question all the wrongs of Regency British society and colonialism, and to defend them according to the beliefs of the time. Maybe there are other writers who can evoke so much about time and place and character from the difficulty of finding suitable evening wear, but most writers overlook such prosaic material, particularly in a series that has war and adventure at its core. Brilliant stuff, deeply layered and truly thoughtful. I want to downgrade everything else, in order to give Novik more stars. 
 Somewhere in the course of reading this one, I became convinced that the dragons aren't based on humans, but on cats. Maybe that's because I was sick, and covered with sleeping cats, but it still seems plausible to me. There's something different about them. 
 Library copy. 
 09/18/2011""",2014-07-16 13:56:30,"Throne of Jade (Temeraire, #2)",fantasy;paranormal;fiction;history;historical fiction;biography;young-adult,Naomi Novik
207,13449677,0,"""I'm not terribly interested in reading books about good-looking and vain people.""",2013-03-11 05:58:48,"The Collector (Dante Walker, #1)",young-adult;fantasy;paranormal;romance;fiction,Victoria Scott
208,15677,3,"""With apologies to all the Highsmith fans, I'm afraid I didn't love it. Apparently she is not my cuppa.""",2011-11-07 00:00:00,Strangers on a Train,fiction;mystery;thriller;crime,Patricia Highsmith
209,19057,4,"""In an otherwise painfully bad reading weekend, I enjoyed this enormously. Strong, if aimless, YA characters; keen sense of place; a little mystery; a lot of suspense; an appropriate resolution. I love a story about someone trying to be a better person.""",2009-10-09 00:00:00,I Am the Messenger,young-adult;fiction;mystery;thriller;crime;romance;fantasy;paranormal,Markus Zusak
210,33572350,2,"""Oh my God. I thought that would never end. 
 I'll be honest, I don't really understand why this book is so highly praised. I can't say anything positive about the plot or the pacing. The writing is terrible and not just a little grotesque. 
 Why did I keep going? you ask... BECAUSE I AM AN IDIOT. 
 If you want a book that at the same time deals with hard issues while still being conflicting, and is highly enjoyable check out All the Ugly and Wonderful Things. 
 If you want a 400 + page book that consists of he say, she says, he says, she says, gratuitous descriptions of abuse, and characters whose every thoughts / statements are presented in loops. Then this is for you.""",2017-10-10 15:27:39,My Absolute Darling,fiction;young-adult;mystery;thriller;crime,Gabriel Tallent
211,34915847,4,"""Not my favorite Alexa Riley book, seemed the pace was faster than normal and that's saying something as most of their books are under 100 pages. Cute, Sweet, just way way too fast for everything.""",2017-04-20 21:41:06,"Beauty in Winter (Beauty, #4)",fantasy;paranormal;romance;fiction,Alexa Riley
212,24357334,4,"""I really enjoyed this book on the surface but felt like something crucial was missing. Don't get me wrong this book is filled with a little of everything and even had some shocker moments where I didn't see things coming. It just lacked the rhythm and depth of some of the other novels. Maybe I'm just used to more damsels in distress than both characters that are novices to relationships. 
 I guess I feel a bit let down because I waited so long for his story. I'm sorry this review is such a downer, that is not my intent. The book was good and I at no point wanted to give up, just felt like this one was a little out of place from the others in the series. I implore those of you who've enjoyed them all to ignore my blathering and read them for yourself. We've waited so long for his story and maybe it's everything you hoped for it just wasn't all the way their for me.""",2016-01-16 07:26:43,"Forever with You (Wait for You, #5)",romance;fiction;young-adult,J. Lynn;Jennifer L. Armentrout
213,20959438,5,"""This book took me by such surprise, and it was the BEST Surprise ever... Beautiful Ink sucked me into a world of mayhem. Filled at times with glee, joy, fear and revulsion and the end result did not disappoint. My emotions are all over the place. 
 I stumbled upon this book at 4AM when I couldn't sleep anymore and I figured why not, the synopsis assures me there is no cliff-hanger and I have nothing better to do... This was both the best and worst decision of my day since I would have to be at work by 8:30. Needless to say by 1PM in the afternoon I was done. 
 Sucked in from the start, Beautiful Ink grips you like a lover and squeezes the life out of you until your a bumbling mess of emotions and overwhelming anxiety. 
 Since the synopsis leaves the plot of this story out I promise to not include any spoilers. Though be forewarned this at times touches on many serious and dark topics so steer clear if those are not your cup o' tea. If you've read a Nicole Reed novel before, you know her writing is genius and often touching. Beautiful Ink is no different. 
 Some things the book contains: 
 Abuse 
 Drugs/Alcohol 
 Girls with Affinities to Tattoos 
 Motorcycle Gangs (MC) and hardcore bikers 
 Secrets 
 Betrayal 
 Love 
 Death 
 and most importantly - Redemption 
 Single (Heroine) POV 
 Told by chapter from past to present 
 Also though the book certainly does not have a cliff-hanger there is that overhanging proof that the story is not complete and now I'm dying inside since we have no release date or blurb, anything for the next book. So be warned, you'll be left wanting, dying and begging for more... I still am, needless to say I have the worst book-hangover so far this year... Thanks Nicole Reed. 
 Now I'll express myself with an abundance of GIF's because my brain is no longer functional.... 
 Beautiful Ink started with a bang and I was immediately freaking out, having no clue what to expect. 
 This is what else I experienced... 
 AND THAT ENDING!!! 
 Until we have more I am going to go die....""",2014-03-03 16:34:21,"Beautiful Ink (Forever Inked, #1)",romance;mystery;thriller;crime;fiction,Nicole Reed
214,18880307,5,"""5 (I'll Take a Ride on Your Bike) Stars 
 Review to come""",2014-01-26 22:26:29,"Renegade Lady (Renegade Sons MC, #1)",romance;mystery;thriller;crime;fiction,Dawn Martens;Emily Minton
215,17325147,3,"""*ARC provided by NetGalley for an honest Review* 
 **Potential Spoilers** 
 So I really hate to be the odd man out but I really did not like this story. It wasn't the story necessarily but Blythe's love interest Chris who slowly killed it for me. I know, I know, so many loved him but I just saw him as weak which is odd considering how strong he had been to take care of his siblings and survive his childhood. 
 ""Chris has the same unromantic view of the world that I do. I suspect that neither of us wants predictable march through life that includes things like marriage, kids, and a white picket fence. We both have histories that preclude wanting to seek out tradition.""- 
 Blythe 
 Blythe lost both her parents in a horrific accident. Since then, she's barely lived, doing only what she needs to survive but not enjoying life. She certainly has suffered like no teenager should ever have to. She carries a tremendous amount of guilt in regards to her parents' death and an injury that her brother suffered, that same fateful night. Years have passed but slowly Blythe begins to arise from the ashes. Much of this is thanks to Chris and his family, my particular favorite is Sabin. 
 The Sheperd family is just what Blythe needs. Having been alone and in her self-imposed hell of torture she has forgotten what it's like to live. They bust right into that shell and pull her out kicking and screaming. Her normal weekends would consist of binge drinking and fooling around with guys but only to the point of her turning them away when things started going too far. How could she let someone see her scars, both physical and emotional when she can't stand them herself. But the Sheperds give her not only fun and happiness but love, something that's been missing from her life for too long. And the feeling of family and belonging is not something Blythe ever wants to lose now that she's gotten it back. 
 ""There is nothing like trauma to make you see the world clearly, and not that I know there is no God, I cannot go back."" 
 -Blythe 
 I did not really like the story at all, the plot was interesting enough and I enjoyed the banter between the Sheperds and their family but at some point it became too much. Blythe was an admirable character and she was interesting to read about, but the whole romance with Chris was sort of a letdown. And Chris, I couldn't like him, I found him too weak. (To everyone who read and loved Left Drowning, please don't throw things at me.) Sure he had a shitty childhood but for someone who took the brunt of the pain in order to shield his brothers and sister, he didn't seem to have any sense of self-perseverance. In fact he seems to purposely think he is not worth anything even considering how far he has come. At one point in the story Chris became a monumental ass-hat. In my eyes and I could not get over the fact. It's one things for a weak heroine but Blythe who has been suffering with her issues for years manages to overcome then in a seemingly small amount of time whereas Chris doesn't even bother to try. I think at some point too it just kept going when it should have ended. There were some minor time jumps that I felt took me away from the story a bit but it wasn't far enough to thoroughly disconnect me. 
 So there were a few saving graces in Left Drowning. It was not a DNF for me but I few times I waved my kindle around hoping the end would be near. 
 Number one on my list is Sabin who is Chris's brother. She actually meets him first and every time he is just a joy to read about. When we first meet him I was excited thinking he was Blythe's love interest in the book. Chris was nowhere near as awesome. Let's just hope Sabin gets his own book and soon. 
 ""Dude, get a grip. And don't date anyone whose name sounds similar to mine. It's creepy.""... ""Well, shit, I hadn't thought about that. Chris, Chryslte... Oh, the tragedy! Clearly I cannot make juicy love to a woman ever again, for I would only think of you, dear brother. And that would be a sin of outlandish and vile proportions."" 
 - Chris and Sabin 
 The rest of the Sheperd family was pretty awesome. 
 Blythe's boldness in taking charge of her life-very commendable. 
 Chris is really a powerful motivator as long as he is not focused on himself. He pushes Blythe to her limits, making her face every horrific moment in her past in order to conquer her future. 
 I was shocked by the turn around with her brother and the truth he kept hidden. But it was bittersweet to see them work everything out and move past the accident without pointing fingers and forcing self doubt on each other. 
 I loved how bold Blythe became once her inner sex vixen was unleashed. Let's just say this girl has no problem letting out her inner slut when the time calls for it. 
 Blythe really grows throughout the story. She develops into an even stronger character. I was surprised by how forgiving she could be in both circumstances revolving Chris and her brother. 
 Another thing I didn't like was how everything seemed to work out so perfectly. I mean the world is not that small. But of course there is a connection between them that goes back, ugh, I just couldn't believe it. It was all too unrealistic for me. As soon as I heard the story from Blythe I knew there would be an almost unbelievable connection between the two. And as a Jessica Park fan it pains me to say that. 
 In some ways Left Drowning, drowned me with monotony and un-believability in almost 400 pages. I know, I really hate to say it but I felt let down after being sucked into the story and somewhere along the way my enthusiasm just drifted. 
 Overall 
 This story was really just a step above OK for me. I couldn't stop reading at the same time I couldn't stop disliking some of the characters more and more. I can't argue that Blythe is one strong heroine and makes the story bearable, as well as the rest of the Sheperds but I was disappointed by so many minor plot points that they were all I can focus on. I am desperately hoping Sabin gets his own book so I can jump back on the Jessica Park bandwagon because Left Drowning was just not my cup of tea.""",2013-03-13 12:50:05,"Left Drowning (Left Drowning, #1)",romance;young-adult;fiction,Jessica Park
216,23364895,3,"""Liked it but I didn't really love Memphis. I know he was going through a lot but I thought he was kind of cocky and arrogant and felt like he didn't deserve Tyler after  the way he just left him back when they were in college. You don't just live with someone, then move out with no note or explanation, leaving them forever wondering what the heck happened and what they did wrong.  
 Two other things that got on my nerves  was the author's use of ""Judas Priest"" and ""Jesus Haploid Christ"" over and over again in the book. That was a little annoying to keep reading over and over again """,2014-10-13 18:27:49,"The Boyfriend Mandate (The Boyfriend Chronicles, #2)",romance;fiction,River Jaymes
217,2407022,3,"""Overall, I would have to say that I really liked the idea of this book, but I think the execution suffered a bit. The beginning, where Carmen and her family are moving to Mars and acclimating, is given so much room to breathe it feels slow. About a third of the way into the book I was still waiting for something to happen besides Carmen narrating the minutiae of her life. It also reminded me too much of Heinlein's ""Podkayne of Mars"", but wasn't similar enough to benefit from the comparison. Carmen isn't as smart as Podkayne, and her brother is just sort of there in the background rather than being a sociopath. Her parents are almost nonentities and the other secondary human characters are very shallowly drawn. 
 The plot twists and exciting moments are almost afterthoughts, in some cases literally. The book is narrated from the future, and at the end of nearly every chapter is a sentence-long description of whether what the characters thought at the time turned out to be right or not. A clever device, if used properly, but at the end of every chapter it just exhausted me. 
 And the climax of the book is almost literally an afterthought, a lazy attempt to wrap up the loose threads of the story. More time is spent on the details of how one would attempt to get her bachelor's degree via VR headset from a spaceship and another planet than is spent on the supposed crux of the book's plot. 
 But still, I liked the ideas presented, and I liked the author's take on a ""Martian"" race as well as a first contact scenario. I'm interested in reading the rest of the trilogy just for completion's sake, but I'm not frothing at the mouth to get my hands on the next book.""",2013-05-10 21:52:48,"Marsbound (Marsbound, #1)",fiction;young-adult;fantasy;paranormal,Joe Haldeman
218,17950614,0,"""I THOUGHT IT WOULD BE A TRILOGY I HAD NO IDEA THERE WOULD BE A FOURTH ONE OH MY GOD""",2013-06-03 06:13:22,"UnDivided (Unwind, #4)",young-adult;fiction;fantasy;paranormal;mystery;thriller;crime;romance,Neal Shusterman
219,15797848,0,"""Yes, it's a contemporary. The killer is not a supernatural creature. I'm talking about ye old traditional knife-wielding maniac. Yes, it will be bloody. Yes, it will be sexy. Yes, it will be scary."" 
 this gonna be good""",2012-10-29 11:35:16,There's Someone Inside Your House,young-adult;mystery;thriller;crime;romance;fiction,Stephanie Perkins
220,18634982,3,"""I believe this book does an excellent job of keeping you guessing as to who is behind everything. Unfortunately, I think that is simply because there are next to no clues left through the course of the story. When you finally find out who the villain is in a great mystery or thriller, there should be this wonderful ""Of course! How could I not see it before?"" moment. That just doesn't happen with this book. 
 The author also tends to flip between showing and telling, sometimes even from one paragraph to the next, which I found to be somewhat jarring.""",2015-06-11 18:15:05,Eyes on You,mystery;thriller;crime;fiction;romance,Kate White
